Epoch,Learning Rate,Train Loss,Validation Loss,Test Accuracy,Test Exp Accuracy,Test Learn Accuracy,Train Accuracy,Perm Train Loss,Perm Test Loss,Perm Train Accuracy,Perm Test Accuracy
1,0.00035,0.6945785967012247,0.6933514277140299,0.5,0.5,0.5,0.5,0.6933089171846708,0.6933472752571106,0.5,0.5
2,0.00035,0.6934817160169283,0.6932162443796793,0.5,0.5,0.5,0.5,0.6931549422442913,0.6931987404823303,0.5,0.5
3,0.00035,0.6938686110079288,0.6932268142700195,0.5,0.5,0.5,0.5,0.693215457101663,0.6932231783866882,0.5,0.5
4,0.00035,0.6941023580729961,0.6932284832000732,0.5,0.5,0.5,0.5,0.6932038478553295,0.6931986212730408,0.5,0.5
5,0.00035,0.693747989833355,0.6931219100952148,0.5,0.5,0.5,0.5,0.6931356353064378,0.6931529641151428,0.5,0.5
6,0.00035,0.6937586056689421,0.6931765079498291,0.5,0.5,0.5,0.5,0.6931907559434572,0.6931523084640503,0.5,0.5
7,0.00035,0.6955035589635372,0.6933382352193197,0.5,0.5,0.5,0.5,0.6932941998044649,0.6933334469795227,0.5,0.5
8,0.00035,0.6952131874859333,0.6933376789093018,0.5,0.5,0.5,0.5,0.6933671161532402,0.6933863162994385,0.5,0.5
9,0.00035,0.69395678738753,0.6933532555898031,0.5,0.5,0.5,0.5,0.6933726494510969,0.6934108734130859,0.5,0.5
10,0.00035,0.6934446506202221,0.6932830810546875,0.5,0.5,0.5,0.5,0.6933198869228363,0.6932869553565979,0.5,0.5
11,0.00035,0.6936833448708057,0.6931748390197754,0.5,0.5,0.5,0.5,0.6931718289852142,0.6932145357131958,0.5,0.5
12,0.00035,0.6919232420623302,0.6930622259775797,0.5,0.5,0.5,0.5,0.6931303280095259,0.6931159496307373,0.5,0.5
13,0.00035,0.6934196117023627,0.6931315263112386,0.5,0.5,0.5,0.5,0.6931240757306417,0.693105936050415,0.5,0.5
14,0.00035,0.6935499074558417,0.6931970914204916,0.5,0.5,0.5,0.5,0.6931366175413132,0.6931676268577576,0.5,0.5
15,0.00035,0.6924201610187689,0.6932408809661865,0.5,0.5,0.5,0.5,0.6932078177730242,0.6931658387184143,0.5,0.5
16,0.00035,0.6956879235804081,0.6930731932322184,0.5,0.5,0.5,0.5,0.6931622487803301,0.693168580532074,0.5,0.5
17,0.00035,0.6953667725125948,0.6930696169535319,0.5083333333333333,0.5,0.5,0.5013020833333334,0.6931771859526634,0.6930955648422241,0.5130208333333334,0.5083333333333333
18,0.00035,0.6934650354087353,0.6931374073028564,0.5,0.5,0.5,0.5,0.6931073106825352,0.693203330039978,0.5,0.5
19,0.00035,0.6932474623123804,0.6930099328358968,0.5,0.5,0.5,0.5,0.6931570582091808,0.6931729912757874,0.5,0.5
20,0.00035,0.6937589819232622,0.6930920282999674,0.5,0.5,0.5,0.5,0.6931175465385119,0.6930974125862122,0.5,0.5
21,0.00035,0.6932168702284495,0.6931426525115967,0.5,0.5,0.5,0.5,0.6931271590292454,0.6931493878364563,0.5,0.5
22,0.00035,0.693631861358881,0.6930550734202067,0.5,0.5,0.5,0.5,0.6931384528676668,0.693071722984314,0.5,0.5
23,0.00035,0.6933599561452866,0.693162759145101,0.5,0.5,0.5,0.5,0.6931157956520716,0.6930924654006958,0.5,0.5
24,0.00035,0.6931070163846016,0.6932716369628906,0.5333333333333333,0.5916666666666667,0.5333333333333333,0.5416666666666666,0.6931290676196417,0.6930743455886841,0.5065104166666666,0.55
25,0.00035,0.6937794561187426,0.6929887930552164,0.49583333333333335,0.5083333333333333,0.525,0.4934895833333333,0.6931187311808268,0.6931974291801453,0.5169270833333334,0.525
26,0.00035,0.6924360779424509,0.6929570833841959,0.5083333333333333,0.49166666666666664,0.5083333333333333,0.5052083333333334,0.6929985769093037,0.6930707097053528,0.5,0.5
27,0.00035,0.6926251004139582,0.6930816173553467,0.5083333333333333,0.5,0.5333333333333333,0.515625,0.6930100036164125,0.693017840385437,0.5078125,0.5041666666666667
28,0.00035,0.6939597514768442,0.6930302778879801,0.5083333333333333,0.48333333333333334,0.525,0.5052083333333334,0.6930697324375311,0.6929925084114075,0.51171875,0.49583333333333335
29,0.00035,0.694116668154796,0.6930710474650065,0.5,0.5,0.5,0.5,0.6930539719760418,0.6930937170982361,0.5,0.5
30,0.00035,0.6924028446276983,0.6931548913319906,0.5,0.5,0.5,0.5,0.6931776317457358,0.6932240128517151,0.5,0.5
31,0.00035,0.6934386032323042,0.6932497024536133,0.5,0.5,0.5,0.5,0.6932407642404238,0.6932657361030579,0.5,0.5
32,0.00035,0.6939065667490164,0.693191130956014,0.5,0.5,0.5,0.5,0.6931413238247236,0.6930150389671326,0.5,0.5
33,0.00035,0.6932725496590137,0.6929235458374023,0.5,0.5,0.5,0.5,0.6931218380729357,0.6930000185966492,0.5,0.5
34,0.00035,0.6927646137773991,0.6928901672363281,0.5,0.5,0.5,0.5,0.6930222896238168,0.6929476857185364,0.5,0.5
35,0.00035,0.6953311252097288,0.6930493513743082,0.5083333333333333,0.5083333333333333,0.5,0.5091145833333334,0.6930345098177592,0.6931312680244446,0.5052083333333334,0.48333333333333334
36,0.00035,0.6938341756661733,0.6928847630818685,0.5125,0.5416666666666666,0.5166666666666667,0.5013020833333334,0.6930009437104067,0.6929407119750977,0.5299479166666666,0.5375
37,0.00035,0.6923632211983204,0.6932109991709391,0.49583333333333335,0.5166666666666667,0.5083333333333333,0.5091145833333334,0.6929033398628235,0.6930014491081238,0.5013020833333334,0.5
38,0.00035,0.6940699853003025,0.6929814020792643,0.5041666666666667,0.5,0.5,0.5026041666666666,0.6929748840630054,0.6928577423095703,0.5013020833333334,0.5
39,0.00035,0.6922872078915437,0.6928857962290446,0.5041666666666667,0.5,0.44166666666666665,0.5091145833333334,0.6928974849482378,0.6930140852928162,0.5130208333333334,0.5416666666666666
40,0.00035,0.6936421605447928,0.6926225026448568,0.55,0.44166666666666665,0.5916666666666667,0.5260416666666666,0.6929107867181301,0.6929474472999573,0.5234375,0.5208333333333334
41,0.00035,0.6928727676471075,0.6928731600443522,0.5166666666666667,0.5333333333333333,0.5916666666666667,0.5169270833333334,0.6929412347575029,0.6930652260780334,0.5247395833333334,0.5541666666666667
42,0.00035,0.6923003482321898,0.6931231021881104,0.5041666666666667,0.5083333333333333,0.525,0.5208333333333334,0.6930574054519335,0.6929522156715393,0.515625,0.5375
43,0.00035,0.693658913175265,0.692790667215983,0.5125,0.5083333333333333,0.5083333333333333,0.5078125,0.6927053021887938,0.6927400827407837,0.50390625,0.525
44,0.00035,0.6934959466258684,0.6921183268229166,0.5041666666666667,0.5083333333333333,0.49166666666666664,0.5078125,0.6928325158854326,0.6927732229232788,0.50390625,0.49583333333333335
45,0.00035,0.6936057632168134,0.6932390530904134,0.49583333333333335,0.5083333333333333,0.5083333333333333,0.5,0.693136158088843,0.6929829120635986,0.5078125,0.5041666666666667
46,0.00035,0.6924209520220757,0.6926413377126058,0.5083333333333333,0.525,0.5083333333333333,0.4986979166666667,0.6927637681365013,0.692829966545105,0.5052083333333334,0.525
47,0.00035,0.6939401589334011,0.6930483976999918,0.5333333333333333,0.5583333333333333,0.5833333333333334,0.4869791666666667,0.6930975243449211,0.6932663321495056,0.5221354166666666,0.5333333333333333
48,0.00035,0.6917003504931927,0.6925477186838785,0.4875,0.55,0.575,0.5299479166666666,0.6927727498114109,0.6927149891853333,0.5377604166666666,0.5208333333333334
49,0.00035,0.6919693512221178,0.6930153369903564,0.5458333333333333,0.5416666666666666,0.48333333333333334,0.5143229166666666,0.6924488730728626,0.6922434568405151,0.5169270833333334,0.525
50,0.00035,0.693003228555123,0.6917697588602701,0.5625,0.5583333333333333,0.5333333333333333,0.51953125,0.6928820771475633,0.6931020617485046,0.5325520833333334,0.5208333333333334
51,0.00035,0.6935160843034586,0.6922545433044434,0.525,0.5166666666666667,0.5416666666666666,0.5026041666666666,0.6926350531478723,0.6928097009658813,0.52734375,0.5125
