Epoch,Learning Rate,Train Loss,Validation Loss,Test Accuracy,Test Exp Accuracy,Test Learn Accuracy,Train Accuracy,Perm Train Loss,Perm Test Loss,Perm Train Accuracy,Perm Test Accuracy
1,0.00035,0.6940353475511074,0.6968400478363037,0.5,0.5,0.5,0.5,0.6968280586103598,0.6969823837280273,0.5,0.5
2,0.00035,0.702608622610569,0.6966040929158529,0.5,0.5,0.5,0.5,0.6965103410184383,0.6966179609298706,0.5,0.5
3,0.00035,0.7022405539949735,0.6969230969746908,0.5,0.5,0.5,0.5,0.6971834748983383,0.6973640322685242,0.5,0.5
4,0.00035,0.6982232419153055,0.6971643765767416,0.5,0.5,0.5,0.5,0.6981265656650066,0.6977299451828003,0.5,0.5
5,0.00035,0.7001388755937418,0.6966435114542643,0.5,0.5,0.5,0.5,0.6980917751789093,0.6970597505569458,0.5,0.5
6,0.00035,0.6960223081211249,0.6940630276997884,0.5,0.49166666666666664,0.5,0.4986979166666667,0.6955451952914397,0.6981521844863892,0.4986979166666667,0.5
7,0.00035,0.6989510779579481,0.6942912737528483,0.4666666666666667,0.525,0.55,0.51953125,0.6935557189087073,0.6941477656364441,0.4908854166666667,0.4791666666666667
8,0.00035,0.6941115955511729,0.6897126833597819,0.5333333333333333,0.5666666666666667,0.475,0.5572916666666666,0.6910330392420292,0.6890712380409241,0.5416666666666666,0.575
9,0.00035,0.6942506916821003,0.6932188669840494,0.5208333333333334,0.48333333333333334,0.625,0.53125,0.6889728655417761,0.6890748143196106,0.5299479166666666,0.525
10,0.00035,0.6933327925701936,0.6861051718393961,0.5541666666666667,0.525,0.6333333333333333,0.5403645833333334,0.6873570680618286,0.6852061748504639,0.57421875,0.6416666666666667
11,0.00035,0.687203244616588,0.6865316232045492,0.5458333333333333,0.5166666666666667,0.625,0.5572916666666666,0.6779992779095968,0.6810887455940247,0.5859375,0.6
12,0.00035,0.6863896523912748,0.6858172416687012,0.6041666666666666,0.5,0.65,0.5481770833333334,0.6757363639771938,0.6781147122383118,0.5729166666666666,0.6166666666666667
13,0.00035,0.6762148352960745,0.6647835572560629,0.6125,0.5333333333333333,0.6916666666666667,0.6067708333333334,0.6716843955218792,0.6711202263832092,0.5963541666666666,0.5833333333333334
14,0.00035,0.674753530571858,0.6809002558390299,0.6208333333333333,0.4583333333333333,0.675,0.62109375,0.6681946118672689,0.6691375970840454,0.6015625,0.5625
15,0.00035,0.6670058071613312,0.6524658600489298,0.6458333333333334,0.575,0.7916666666666666,0.6015625,0.6664838145176569,0.6537880301475525,0.5963541666666666,0.6125
16,0.00035,0.6614533128837744,0.6532903512318929,0.6583333333333333,0.5,0.75,0.65625,0.657287172973156,0.6609642505645752,0.6653645833333334,0.6666666666666666
17,0.00035,0.6503022387623787,0.6423884630203247,0.65,0.5416666666666666,0.8166666666666667,0.6510416666666666,0.6534784225126108,0.6533970236778259,0.6458333333333334,0.6583333333333333
18,0.00035,0.6405221608777841,0.6509226560592651,0.6916666666666667,0.5416666666666666,0.8083333333333333,0.6731770833333334,0.6626375255485376,0.6524614691734314,0.66796875,0.6791666666666667
19,0.00035,0.6326315787931284,0.663116971651713,0.6958333333333333,0.48333333333333334,0.85,0.68359375,0.6586910610397657,0.6512033343315125,0.6979166666666666,0.6833333333333333
20,0.00035,0.6146141203741232,0.6559637784957886,0.6958333333333333,0.5083333333333333,0.925,0.7122395833333334,0.6509408764541149,0.6584461331367493,0.7096354166666666,0.6791666666666667
21,0.00035,0.6093303225934505,0.647744337717692,0.7166666666666667,0.475,0.95,0.6966145833333334,0.6483391175667444,0.6588402390480042,0.7044270833333334,0.6875
22,0.00035,0.6047910874088606,0.6399569511413574,0.7208333333333333,0.5166666666666667,0.925,0.6875,0.6638760057588419,0.663663923740387,0.7122395833333334,0.6958333333333333
23,0.00035,0.5813146059711775,0.6566696961720785,0.7041666666666667,0.5083333333333333,0.9583333333333334,0.7174479166666666,0.6528126560151577,0.64976966381073,0.7161458333333334,0.7291666666666666
24,0.00035,0.5742714740335941,0.6675905386606852,0.75,0.49166666666666664,0.9416666666666667,0.7200520833333334,0.6619940213859081,0.6503873467445374,0.71875,0.725
25,0.00035,0.5619324048360189,0.6306025981903076,0.7291666666666666,0.49166666666666664,0.9333333333333333,0.7213541666666666,0.6432951254149278,0.6369665265083313,0.7252604166666666,0.7083333333333334
26,0.00035,0.5275767010947069,0.5853958129882812,0.7291666666666666,0.5,0.9666666666666667,0.7278645833333334,0.6136618815362453,0.626372218132019,0.734375,0.7291666666666666
27,0.00035,0.5204333861668905,0.5599087476730347,0.7375,0.5,0.9916666666666667,0.7408854166666666,0.5689357357720534,0.5752004981040955,0.7434895833333334,0.7458333333333333
28,0.00035,0.5142736261089643,0.5440142552057902,0.75,0.5166666666666667,0.9916666666666667,0.7421875,0.5527356018622717,0.5570515394210815,0.74609375,0.7291666666666666
29,0.00035,0.4951925364633401,0.5265740553538004,0.7416666666666667,0.5083333333333333,0.9666666666666667,0.7447916666666666,0.5424467834333578,0.5579662322998047,0.7473958333333334,0.7416666666666667
30,0.00035,0.48521450472374755,0.5138392845789591,0.7416666666666667,0.49166666666666664,0.9833333333333333,0.7486979166666666,0.5223926641047001,0.5565410256385803,0.7434895833333334,0.7458333333333333
31,0.00035,0.4824484239021937,0.4995522101720174,0.7458333333333333,0.5,0.9916666666666667,0.7473958333333334,0.5142838905254999,0.5120460391044617,0.74609375,0.75
32,0.00035,0.4766484256833792,0.5550699631373087,0.75,0.5083333333333333,1.0,0.74609375,0.5521577261388302,0.5399236083030701,0.7513020833333334,0.7375
