Epoch,Learning Rate,Train Loss,Validation Loss,Test Accuracy,Test Exp Accuracy,Test Learn Accuracy,Train Accuracy,Perm Train Loss,Perm Test Loss,Perm Train Accuracy,Perm Test Accuracy
1,0.00035,0.7044660995403925,0.6939764817555746,0.5,0.5,0.5,0.5,0.693963977197806,0.6939899921417236,0.5,0.5
2,0.00035,0.7029553800821304,0.6941838264465332,0.5,0.5,0.5,0.5,0.6941888928413391,0.6940436959266663,0.5,0.5
3,0.00035,0.701076552271843,0.6941172281901041,0.5,0.5,0.5,0.5,0.6941747603317102,0.6940912008285522,0.5,0.5
4,0.00035,0.6995965354144573,0.6944049199422201,0.5,0.5,0.5,0.5,0.6943878891567389,0.6944558620452881,0.5,0.5
5,0.00035,0.6924113606413206,0.6935731569925944,0.5,0.5,0.5,0.5,0.6947496061523756,0.6942025423049927,0.5,0.5
6,0.00035,0.6925380950172743,0.6934018135070801,0.5,0.49166666666666664,0.5,0.5013020833333334,0.6940364241600037,0.6947295069694519,0.4973958333333333,0.5041666666666667
7,0.00035,0.6993288223942121,0.694901704788208,0.5125,0.44166666666666665,0.475,0.4869791666666667,0.6929227796693643,0.6926416158676147,0.5,0.5125
8,0.00035,0.6977735422551632,0.6923056443532308,0.525,0.4666666666666667,0.45,0.46875,0.6941984742879868,0.6936937570571899,0.4895833333333333,0.525
9,0.00035,0.6920227135221163,0.693632443745931,0.4875,0.55,0.5,0.4739583333333333,0.693423597762982,0.6930026412010193,0.5013020833333334,0.5333333333333333
10,0.00035,0.6909286268055439,0.691606601079305,0.475,0.5666666666666667,0.5083333333333333,0.49609375,0.6917140657703081,0.6920868158340454,0.5078125,0.5083333333333333
11,0.00035,0.6905337944626808,0.6917172273000082,0.5083333333333333,0.55,0.5,0.49609375,0.6920703947544098,0.6934638619422913,0.5455729166666666,0.49583333333333335
12,0.00035,0.6918094679713249,0.6924404303232828,0.5083333333333333,0.5333333333333333,0.5,0.5234375,0.6928076582650343,0.6913398504257202,0.5,0.5291666666666667
13,0.00035,0.6919341000417868,0.6920065879821777,0.5083333333333333,0.5,0.5083333333333333,0.5078125,0.693339966237545,0.6932161450386047,0.51171875,0.5041666666666667
14,0.00035,0.6931115910410881,0.6926600933074951,0.5125,0.5166666666666667,0.5083333333333333,0.5052083333333334,0.6929177492856979,0.6927614212036133,0.4908854166666667,0.5
15,0.00035,0.6958346329629421,0.6945009231567383,0.5,0.5,0.5,0.5,0.6929814964532852,0.695751428604126,0.5,0.5
16,0.00035,0.6902439966797829,0.6959061622619629,0.5,0.5,0.5,0.5013020833333334,0.693894524127245,0.6935301423072815,0.5,0.49583333333333335
17,0.00035,0.6926747411489487,0.6905272801717123,0.5041666666666667,0.5,0.49166666666666664,0.5,0.6945393842955431,0.6954443454742432,0.5026041666666666,0.5041666666666667
18,0.00035,0.6931139814356962,0.6933503945668539,0.5041666666666667,0.5,0.5083333333333333,0.5013020833333334,0.6913611814379692,0.6948174238204956,0.5013020833333334,0.5
19,0.00035,0.686732854694128,0.697746753692627,0.5,0.5083333333333333,0.49166666666666664,0.5026041666666666,0.6937577575445175,0.6956146359443665,0.5013020833333334,0.5041666666666667
20,0.00035,0.6905215978622437,0.692799965540568,0.49583333333333335,0.5,0.5,0.4973958333333333,0.6951753795146942,0.6983422636985779,0.5052083333333334,0.49166666666666664
21,0.00035,0.687046866863966,0.696495771408081,0.5041666666666667,0.5083333333333333,0.49166666666666664,0.4986979166666667,0.6948173840840658,0.6945529580116272,0.50390625,0.5
22,0.00035,0.6869065538048744,0.6946357091267904,0.49583333333333335,0.5,0.5083333333333333,0.5013020833333334,0.696322916696469,0.6999044418334961,0.5,0.5
23,0.00035,0.6881113077203432,0.6962734858194987,0.5083333333333333,0.5083333333333333,0.5,0.5026041666666666,0.6985764279961586,0.6998635530471802,0.5013020833333334,0.49583333333333335
24,0.00035,0.6842024773359299,0.696678082148234,0.5,0.5083333333333333,0.5,0.5026041666666666,0.6987588703632355,0.7004517316818237,0.50390625,0.5083333333333333
25,0.00035,0.6836111396551132,0.700831413269043,0.5083333333333333,0.5,0.5083333333333333,0.50390625,0.6982507271071275,0.6937888860702515,0.5052083333333334,0.5
26,0.00035,0.6844960699478785,0.6907131671905518,0.5125,0.5083333333333333,0.5083333333333333,0.5052083333333334,0.6918621274332205,0.6923837661743164,0.5169270833333334,0.5125
27,0.00035,0.6832713795204958,0.7021851539611816,0.5041666666666667,0.5083333333333333,0.49166666666666664,0.5130208333333334,0.7010632244249185,0.7021211385726929,0.50390625,0.5125
28,0.00035,0.681186631321907,0.7043600877126058,0.5125,0.5,0.5083333333333333,0.4973958333333333,0.7036915744344393,0.7055714130401611,0.5013020833333334,0.5041666666666667
29,0.00035,0.677590491871039,0.7101214726765951,0.5,0.5,0.5,0.4986979166666667,0.7102133420606455,0.7165984511375427,0.4973958333333333,0.5
30,0.00035,0.6855391512314478,0.7160912354787191,0.5,0.5,0.5,0.5013020833333334,0.7173221645255884,0.7208113074302673,0.5,0.5041666666666667
31,0.00035,0.6727510144313177,0.731468677520752,0.5,0.5,0.5,0.5,0.7294325157999992,0.7348360419273376,0.5,0.5
32,0.00035,0.682951939602693,0.7333931128184,0.5,0.5,0.5,0.5,0.74019722143809,0.7392057776451111,0.5,0.5041666666666667
33,0.00035,0.6786575056612492,0.7428022225697836,0.5,0.5,0.5,0.5,0.7485492080450058,0.7561798095703125,0.5,0.5
34,0.00035,0.6753260766466459,0.7571625709533691,0.5,0.5,0.5,0.4986979166666667,0.7520003728568554,0.7538924813270569,0.5,0.49583333333333335
35,0.00035,0.6729009163876375,0.755788246790568,0.5041666666666667,0.5,0.5,0.50390625,0.7497967903812727,0.7547426223754883,0.50390625,0.5
36,0.00035,0.6617787716289362,0.7613109747568766,0.5125,0.5083333333333333,0.5,0.5065104166666666,0.7536465413868427,0.7660725712776184,0.5013020833333334,0.5041666666666667
37,0.00035,0.6594471173981825,0.7600123087565104,0.5083333333333333,0.5166666666666667,0.5,0.50390625,0.7536065230766932,0.7511383891105652,0.5052083333333334,0.5125
38,0.00035,0.6618463893731436,0.7563562393188477,0.5083333333333333,0.5,0.5,0.5013020833333334,0.774288471788168,0.7719143629074097,0.5,0.5
39,0.00035,0.6582079442838827,0.7892950375874838,0.5,0.5,0.5083333333333333,0.5,0.8012589936455091,0.8051615357398987,0.5013020833333334,0.5
40,0.00035,0.6472451488176981,0.8077607949574789,0.5,0.5083333333333333,0.5,0.5013020833333334,0.8169100085894266,0.8146456480026245,0.5013020833333334,0.5
41,0.00035,0.6554131681720415,0.8570341269175211,0.5,0.5,0.5,0.5,0.8560960367321968,0.855402410030365,0.5,0.5041666666666667
42,0.00035,0.630234512190024,0.8888587156931559,0.5,0.5,0.5,0.5013020833333334,0.8941112781564394,0.894598662853241,0.5,0.5
43,0.00035,0.6367712467908859,0.9292844931284586,0.5,0.5,0.5,0.5013020833333334,0.9216406717896461,0.9162529110908508,0.5,0.5041666666666667
44,0.00035,0.6417407741149267,0.969527006149292,0.5,0.5,0.5,0.5,0.9442231779297193,0.9508065581321716,0.5,0.5
45,0.00035,0.637945868074894,0.9860002994537354,0.5,0.5,0.5,0.5013020833333334,0.9841020268698534,0.9909177422523499,0.5,0.5
46,0.00035,0.6444560202459494,0.9891107082366943,0.5,0.5,0.5,0.5013020833333334,0.967941977083683,0.9867185354232788,0.5013020833333334,0.5
47,0.00035,0.6270429914196333,0.9969053268432617,0.5041666666666667,0.5,0.5,0.50390625,0.9651364957292875,0.9665854573249817,0.5,0.49583333333333335
48,0.00035,0.6233139485120773,0.9699997901916504,0.5,0.5,0.5,0.5013020833333334,0.954910647124052,1.0011274814605713,0.50390625,0.5
49,0.00035,0.6326589261492094,0.9773034254709879,0.5,0.5,0.5,0.5052083333333334,0.9466504591206709,0.9809732437133789,0.50390625,0.5041666666666667
